condition,layer,cv_mean,cv_std,control_cv_mean,control_cv_std
NEUTRAL,21,0.9887340340241397,0.004110236478280845,0.5258344041382491,0.021651749162483823
NEUTRAL,22,0.9887340340241397,0.004110236478280845,0.5238476491713617,0.0191761831166131
NEUTRAL,23,0.9887340340241397,0.004110236478280845,0.5304723622505574,0.02405419472015019
NEUTRAL,24,0.9884029081963253,0.004683224430458804,0.5274911315387741,0.022498136995206305
NEUTRAL,25,0.9887340340241397,0.004110236478280845,0.5281533831944032,0.023832653622868755
NEUTRAL,26,0.9887340340241397,0.004110236478280845,0.5271594565802334,0.023348765609874485
NEUTRAL,27,0.9887340340241397,0.004110236478280845,0.525171603351894,0.025308314204920027
NEUTRAL,28,0.988402359065599,0.004319891396064187,0.5251716033518938,0.025952764941654462
NEUTRAL,29,0.9880712332377846,0.004845653365854886,0.5235187198664514,0.022451889869126898
NEUTRAL,30,0.9884029081963253,0.004683224430458804,0.527490582408048,0.02541982618764446
NEUTRAL,31,0.9880717823685107,0.00527714816311512,0.5202041668039493,0.020313109456349832
NEUTRAL,32,0.9880717823685107,0.0043676936279687046,0.5248404775240794,0.023987205876478398
NEUTRAL,33,0.9877406565406961,0.004977264376093534,0.5185452428805202,0.02084480884820051
NEUTRAL,34,0.9877406565406961,0.004977264376093534,0.5188774669697868,0.02180316972213735
NEUTRAL,35,0.9874095307128815,0.005598814894424334,0.5268266833602409,0.02397547221080451
NEUTRAL,36,0.9877406565406961,0.004977264376093534,0.5168912611336255,0.0215651084288774
NEUTRAL,37,0.9877406565406961,0.004977264376093534,0.5178862860092475,0.01817430734606955
NEUTRAL,38,0.9874095307128815,0.003999565511852997,0.5238481983020878,0.022607410441509893
NEUTRAL,39,0.9870784048850669,0.004610245120376107,0.5268266833602409,0.025789587989094965
NEUTRAL,40,0.9874095307128815,0.003999565511852997,0.521857599420118,0.02326297677098658
NEUTRAL,41,0.9867461807958003,0.004319051715132735,0.5205330961088597,0.021780434464917082
NEUTRAL,42,0.9864145058372596,0.005280322679857062,0.518879114361965,0.02055132347043712
